hero_id,hero,fit,gated,k,separation,item_id,item,gap,names,ari
80,Silver,order,False,2,0.6190325599818561,3357231760.0,Unstoppable,0.6190325599818561,Hybrid-Melee Silver / Tank Silver,0.9878092576203008
80,Silver,effects,False,2,0.6198073246377194,3357231760.0,Unstoppable,0.6198073246377194,Hybrid-Melee Silver / Tank Silver,0.9244337916711939
80,Silver,effects_t5,False,2,0.5344478216818642,2121044373.0,Tankbuster,0.5344478216818642,Hybrid-Tank Silver / Silver,0.2665394208004884
80,Silver,gunproc,True,2,0.5071496404829738,2820116164.0,Diviner's Kevlar,0.5071496404829738,Hybrid-Gun Silver / Spirit Silver,-0.02806140866354936
80,Silver,reroute,True,2,0.6273335563125538,3357231760.0,Unstoppable,0.6273335563125538,Hybrid-Melee Silver / Tank Silver,0.6821119672332192
81,Celeste,families,False,2,0.5949793314792641,2221211450.0,Spellslinger,0.5949793314792641,Celeste / Celeste,1.0
81,Celeste,order,False,2,0.5954685617193455,2221211450.0,Spellslinger,0.5954685617193455,Celeste / Celeste,0.9709983886184336
81,Celeste,effects,False,3,0.550186383231926,334300056.0,Stamina Mastery,0.550186383231926,Celeste / Spirit Celeste / Tank Celeste,0.3840596912786005
81,Celeste,effects_t5,False,2,0.555599584149278,1998374645.0,Mystic Burst,0.555599584149278,Celeste / Spirit Celeste,-0.05421392166380852
81,Celeste,gunproc,True,1,,,,,Celeste,0.0
81,Celeste,reroute,True,2,0.5704007481438729,2221211450.0,Spellslinger,0.5704007481438729,Celeste / Tank Celeste,0.7551303934281887
